Time,Open,High,Low,Close
2026-08-05 10:00:00,4170.22,4172.61,4158.3,4159.78
2026-08-05 11:00:00,4160.0,4167.27,4152.51,4158.02
2026-08-05 12:00:00,4157.79,4161.27,4150.0,4160.6
2026-08-05 13:00:00,4161.3,4192.72,4160.4,4188.88
2026-08-05 14:00:00,4188.19,4213.18,4182.82,4183.75
2026-08-05 15:00:00,4183.47,4206.57,4183.41,4204.99
2026-08-05 16:00:00,4203.47,4247.42,4203.1,4243.92
2026-08-05 17:00:00,4243.93,4265.03,4232.17,4232.53
2026-08-05 18:00:00,4232.46,4247.21,4224.26,4241.68
2026-08-05 19:00:00,4241.54,4251.81,4236.08,4249.78
2026-08-05 20:00:00,4249.36,4267.7,4248.92,4260.84
